Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Block Name (block_name),Block Code (block_code),Gram Panchayat Name (gp_name),Gram Panchayat Code (gp_code),No. of Villages Where Survey  completed (villages_surveyed),Total Population (tot_pop),Male Population (pop_male),Female Population (pop_female),Total Household (tot_hh),Availability of banks (bank),Banks at a distance less than1 km (bank_dist_l1km),Banks at a distance upto 2 km (bank_dist_2km),Banks at a distance upto 5 km (bank_dist_5km),Banks at a distance upto 10 km (bank_dist_10km),Banks at a distance greater than 10 km (bank_dist_g10_km),Internet-Enabled Business Correspondent (bc_w_internet),ATM Available (atm),Broadband Internet Available (internet_bb),Connected by All-Weather Road (all_weather_road),Fully Covered Pucca Roads (cc_road_full),Partially Covered Pucca Roads (cc_road_partial),No Pucca Road Coverage (cc_road_not),Bus Transport Available (pub_trans_bus),Van Transport Available (pub_trans_van),Auto Transport Available (pub_trans_auto),No Public Transport (pub_trans_no),Railway Station Available (railway),Common Service Centre in Panchayat Bhawan (csc_panchayat),Separate Common Service Centre (csc_seperate),No Common Service Centre Available (csc_not),Domestic Electricity <1 Hr (elec_domes_1hrs),Domestic Electricity 1–4 Hrs (elec_domes_4hrs),Domestic Electricity 4–8 Hrs (elec_domes_8hrs),Domestic Electricity 8–12 Hrs (elec_domes_12hrs),No Domestic Electricity (elec_domes_no),Electricity for MSMEs (elec_msme),PDS Available (pds),Mandi Available (mandi),Regular Market Available (reg_mkt),Weekly Haat Available (weekly_haat),No Market Available (mkt_na),Tap Water Coverage 100% (tap_100),Tap Water Coverage 50–100% (tap_50),Tap Water Coverage <50% (tap_l50),Tap Water Coverage Single Habitation (tap_one_hab),No Tap Water Coverage (tap_na),Landline Service Available (tel_ll),Mobile Service Available (tel_mob),Landline & Mobile Available (tel_both),No Telephone Service (tel_na),Households Using Clean Energy (clean_energy_hhs),Solar/Wind Electrified Households (solar_wind_elect),Kutcha Wall & Roof Households (kuccha_hhs),Post Office/Sub-Post Office Available (po_sub_po),Panchayat Bhawan Available (panch_bhawan),No Public Information Board (pib_na),Updated Public Information Board (pib_av_upd),Non-Updated Public Information Board (pib_av_not_upd),Primary School Available (prim_school),Middle School Available (middle_school),High School Available (high_school),Higher Secondary School Available (high_second_school),Degree College Available (degree_clg),No School/College Available (school_college_na),Public Library Available (public_library),Indoor Playground (indoor_sports),Outdoor Playground (outdoor_sports),Indoor & Outdoor Sports Facility (both_sports),No Sports Facility (no_sports),Vocational/ITI/RSETI/DDU-GKY Centre (vocational),CHC Available (chc),PHC Available (phc),Sub-Centre Available (subcentre),No Health Centre Available (no_health),Sub-Centre <1 km (subcentre_l1km),Sub-Centre 1–2 km (subcentre_2km),Sub-Centre 2–5 km (subcentre_5km),Sub-Centre 5–10 km (subcentre_10km),Sub-Centre >10 km (subcentre_g10km),Veterinary Clinic Available (veterinary),Veterinary Clinic <1 km (veterinary_l1km),Veterinary Clinic 1–2 km (veterinary_2km),Veterinary Clinic 2–5 km (veterinary_5km),Veterinary Clinic 5–10 km (veterinary_10km),Veterinary Clinic >10 km (veterinary_g10km),Closed Drainage Available (closed_drain),Pucca Drain with Slab Cover (pucca_slab_drain),Open Pucca Drain (pucca_uncovered_drain),Open Kutcha Drain (kuchha_drain),No drainage facility (no_drain),Common pastures (pcomm_pasture)
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Ful Amla","170058",1,1595,799,796,533,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,200,0,250,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Hiwra Bk.","170059",3,2305,1182,1123,538,0,0,0,1,2,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,1,0,0,1,2,0,3,0,0,0,0,1,1,1,502,0,53,0,1,2,1,0,3,1,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,2,0,0,0,0,0,1,2,0,0,3,0,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Jalu","170060",3,1852,969,883,590,0,0,0,0,0,3,2,1,3,3,0,3,0,0,0,3,0,0,1,0,2,0,0,0,3,0,0,1,0,0,0,3,3,0,0,0,0,0,3,0,0,493,0,168,0,1,2,1,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,1,1,0,1,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Jamgaon","170061",2,1116,613,503,261,0,0,0,0,1,1,1,0,2,1,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,2,2,0,0,0,0,0,1,1,0,185,0,95,0,2,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Januna","170062",3,2546,1312,1234,580,0,0,0,0,3,0,1,0,2,3,1,2,0,1,0,2,0,0,0,2,1,0,0,0,3,0,2,0,0,0,0,3,1,0,1,1,0,0,1,0,2,122,2,236,1,1,1,2,0,3,2,2,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,1,0,1,0,1,1,2
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Jawra","170063",1,929,475,454,217,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,210,0,20,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Kani Mirzapur","170065",3,1044,539,505,263,0,0,0,0,2,1,0,0,0,1,0,2,1,0,0,3,0,0,0,0,3,0,0,0,3,0,0,1,0,0,1,2,1,0,1,1,0,0,2,0,1,120,0,15,0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,1,2,0,0,0,0,0,2,1,0,0,1,1,1,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Kanzra","170066",1,716,649,67,339,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,336,0,70,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Kazana","170064",2,2007,1059,948,507,0,0,0,1,0,1,1,0,2,2,0,0,2,2,0,0,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,2,2,0,0,0,0,0,0,1,1,242,0,137,0,1,2,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Khanapur","170067",4,1880,975,905,503,0,0,0,0,3,1,0,0,0,3,0,2,2,3,0,0,1,0,0,0,4,0,0,0,4,0,0,1,0,0,1,3,0,2,0,0,2,0,4,0,0,360,0,196,0,1,3,1,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,1,0,0,0,0,2,2,0,0,1,2,1,2
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Khandala Khurd","170068",4,1774,861,913,460,0,0,0,1,2,1,0,0,1,1,0,0,4,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,0,2,0,0,2,0,2,1,1,0,0,75,0,1,1,0,3,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,3,0,1,0,0,0,2,1,1,0,0,2,0,2,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Khed Pimpri","170069",3,1615,840,775,387,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,2,0,0,1,2,1,1,0,0,1,0,3,0,0,272,0,135,0,1,2,1,0,2,2,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,2,1,0,0,0,0,3,0,0,0,0,3,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Khirsana","170070",3,1331,732,599,345,0,0,0,0,1,2,1,0,3,3,2,0,1,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,0,0,3,0,0,330,0,71,0,1,2,1,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Kodori","170071",3,1278,661,617,344,0,0,0,1,1,1,2,0,2,2,0,0,3,3,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,3,2,1,0,0,0,0,3,0,0,30,0,93,0,1,2,0,1,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,2,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Kohla Jateshwar","170072",1,1190,580,610,296,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,270,0,30,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Kothoda","170073",1,1559,800,759,346,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,250,0,110,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Lohgaon","170074",2,1791,918,873,423,0,0,0,0,2,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,2,0,2,0,0,0,0,1,1,0,390,0,74,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Loni","170075",1,3960,2010,1950,940,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,600,0,453,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Mahsla","170078",3,2120,1050,1070,524,1,1,1,0,0,0,0,0,0,1,0,1,2,0,0,3,0,0,0,0,3,0,0,0,3,0,0,1,0,0,2,1,0,3,0,0,0,0,2,0,1,414,0,138,1,1,2,1,0,2,1,0,0,0,1,0,0,0,0,3,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,3,0,0,0,1,2,2
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Mahuli Chor","170076",1,2552,1532,1020,572,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,480,0,305,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Mangrul Chawhala","170077",8,4230,2193,2037,1133,1,3,4,0,0,0,1,1,1,1,0,6,2,0,0,6,2,0,0,0,8,0,0,0,8,0,1,2,0,0,2,6,0,2,1,0,5,0,2,4,2,980,0,225,1,1,7,1,0,1,1,1,1,0,7,0,0,0,0,8,0,0,1,0,7,3,4,0,0,0,0,0,3,0,0,5,0,0,0,2,6,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Mokhad","170079",1,1454,776,678,380,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,90,0,56,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Nandsawangi","170081",1,1232,628,604,281,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,10,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Pahur","170082",1,888,450,438,232,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,120,0,65,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Pala","170083",4,1037,554,483,243,0,1,0,1,2,0,0,0,0,2,0,0,4,0,0,1,3,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,1,0,3,154,0,50,0,2,0,4,0,1,1,0,0,0,3,1,0,0,1,3,0,0,0,0,4,0,0,1,3,0,0,0,0,0,4,0,0,0,0,4,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Palas Mandal","170084",1,1302,660,642,323,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,305,0,20,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Papad","170085",3,4227,2133,2094,991,1,0,0,0,0,2,1,1,0,2,1,0,2,1,0,2,0,0,1,0,2,0,0,0,3,0,0,1,0,0,1,2,1,1,1,0,0,0,3,0,0,800,0,362,1,1,2,1,0,2,1,1,1,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1,0,1,0,0,0,2,0,0,0,1,0,2,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Pimpalgaon Bainai","170086",2,1078,560,518,287,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,2,0,0,0,0,0,1,0,1,206,0,160,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,1,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Pimpalgaon Nipani","170087",2,1617,853,764,380,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,2,0,0,2,0,0,1,1,0,0,1,1,0,2,0,0,0,0,2,0,0,310,1,63,1,2,0,2,0,1,1,1,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Pimpri Gawanda","170088",3,1418,733,685,391,0,0,0,0,2,1,0,0,0,2,0,0,3,0,0,2,1,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,0,0,2,1,245,0,154,0,1,2,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,1,2,0,0,0,0,0,1,2,0,0,3,0,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Pimpri Nipani","170089",1,1229,631,598,315,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,240,0,57,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Pusner","170090",3,786,406,380,241,0,0,0,0,3,0,0,0,2,0,0,2,1,0,0,3,0,0,0,0,3,0,0,0,3,0,1,3,0,0,0,3,0,3,0,0,0,0,0,0,3,50,0,100,0,2,0,2,1,2,2,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,1,0,2,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Rohana","170091",3,1909,956,953,493,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,2,0,0,0,3,0,0,0,3,0,0,1,0,0,0,3,0,3,0,0,0,0,3,0,0,415,0,303,0,1,2,1,0,3,2,0,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,3,0,0,1,2,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Sakhra","170092",3,1355,717,638,330,0,0,0,0,1,2,0,0,0,3,0,1,2,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,2,1,2,0,0,0,0,1,0,2,220,0,117,0,1,2,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,2,0,0,0,0,1,2,0,0,0,1,2,2
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Salod","170093",4,2448,1265,1183,584,0,0,0,2,1,1,0,0,0,1,0,1,3,1,0,0,3,0,0,0,4,0,0,2,1,1,0,1,0,0,1,3,1,1,0,0,2,0,0,1,3,540,0,120,1,1,4,0,0,1,1,1,1,0,3,1,0,0,0,4,0,0,0,0,4,0,0,1,1,2,0,0,0,1,0,3,0,0,0,1,3,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Sarsi","170094",1,1107,559,548,282,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,200,0,99,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Satargaon","170095",1,1582,814,768,373,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,350,0,230,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Sawner","170096",1,2130,1070,1060,527,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,497,0,28,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Shelu Gund","170097",2,1657,820,837,323,0,0,0,0,2,0,0,0,0,2,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,282,0,15,0,1,0,0,2,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Shelu Natwa","170098",1,1163,582,581,293,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,22,0,58,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Shiwni Rasulpur","170100",4,3623,1876,1747,957,0,0,0,0,4,0,0,0,0,2,0,1,3,4,0,0,0,0,0,0,4,0,0,0,4,0,0,2,0,0,2,2,3,1,0,0,0,0,0,1,3,740,0,255,1,1,3,1,0,1,1,1,0,0,2,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,1,1,0,2,0,0,2,0,2,2
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Shiwra","170101",2,1320,656,664,332,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,2,1,1,0,0,0,0,1,0,1,311,0,38,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Sidhanathpur","170102",2,987,487,500,230,0,0,0,0,0,2,0,0,0,2,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,2,1,0,1,0,0,0,1,1,0,155,0,111,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Sirpur","170099",1,1064,550,514,280,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,245,0,96,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Sultanpur","170103",2,1300,674,626,351,0,0,0,0,1,1,2,0,2,1,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,0,270,0,36,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Takli Bk.","170104",2,2668,1448,1220,664,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,167,0,422,1,1,2,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Wadala","170105",4,1424,721,703,373,0,0,0,0,4,0,0,0,1,4,0,0,4,1,0,2,1,0,0,0,4,0,0,0,3,1,2,3,0,0,1,3,2,1,0,0,1,0,1,0,3,279,0,26,0,1,0,4,0,2,0,0,0,0,2,1,0,0,0,4,0,0,0,0,4,0,0,0,3,1,0,0,0,0,2,2,0,0,3,1,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Wadhona Ramnath","170106",4,3925,2146,1779,901,1,0,0,1,2,0,2,0,0,2,1,1,2,2,0,0,2,0,0,1,3,0,0,0,2,2,2,0,0,0,1,3,2,0,0,0,2,0,0,2,2,50,0,100,1,2,2,1,1,2,1,1,2,1,2,1,0,0,0,4,1,0,0,1,3,0,0,1,1,1,1,0,0,0,3,0,0,1,0,0,3,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Wadura","170107",1,1327,682,645,323,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,300,0,200,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Waghoda","170108",1,1560,870,690,339,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,150,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Watpur","170109",2,1694,936,758,469,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,1,0,2,0,0,0,0,2,0,0,395,0,75,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Weni Ganeshpur","170110",2,3641,1841,1800,561,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0,1,1,2,0,0,0,0,0,1,0,1,90,0,35,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Yenas","170111",3,2101,1099,1002,562,0,0,0,0,1,2,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,2,0,0,0,3,1,0,0,0,2,0,2,0,1,449,0,145,0,1,2,1,0,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,3,0,0,3,0,0,2
"2020","Maharashtra","27","Amravati","468","Nandgaon Kh","4309","Yevti","170112",1,1709,884,825,428,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,310,0,375,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"2020","Maharashtra","27","Amravati","468","Tiwsa","4310","Akhatwada","170114",1,1054,600,454,325,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,20,0,180,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"2020","Maharashtra","27","Amravati","468","Tiwsa","4310","Anakwadi","170115",3,1162,609,553,627,0,0,0,1,2,0,0,0,1,3,0,3,0,0,0,0,3,0,1,0,2,0,0,0,3,0,0,1,0,0,0,3,0,3,0,0,0,0,3,0,0,267,0,77,0,3,1,2,0,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,3,0,0,0,0,1,1,1,0,0,2,1,0,0
