Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Total Population (tot_pop),Male Population (pop_male),Female Population (pop_female),Total Households (tot_hh),Bank (bank),Nearest Bank Distance (bank_distance),Business Correspondent with Internet (bc_w_internet),ATM (atm),Internet / Broadband Facility (internet_bb),Connected To All Weather Road (all_weather_road),Internal Pucca Roads (Cc/ Brick Road) (cc_road),Public Transport (pub_trans),Railway Station (railway),Common Service Centre (csc_avail),Domestic Electricity (elec_domes),Electricity Supply to MSME units (elec_msme),Public Distribution System (pds),Markets (avl_market),Piped Tap Water (tap_water),Telephone Services (telepone),HHs using Clean Energy(LPG/Biogas) (clean_energy_hhs),Solar / Wind Energy For Electrification (solar_wind_elect),HHs with Kuccha Wall and Kuccha Roof (kuccha_hhs),Post Office / Sub-Post Office (po_sub_po),Panchayat Bhawan (panch_bhawan),Public Information Board (pib),Primary School (prim_school),Middle School (middle_school),High School (high_school),Higher / Secondary School (high_second_school),Degree College (degree_clg),Public Library (public_library),Recreational Centre / Sports Playground (rec_sports),Vocational Educational Centre (vocational),Sub Centre (subcentre),Nearest Sub Centre (subcentre_dist),Veterinary Clinic Hospital (veterinary),Nearest Veterinary Clinic (veterinary_dist),Drainage Facilities (drainage),Common Pastures (pcomm_pasture)
"2020","27","Maharashtra","499","Washim","4616","Risod","193559","Dhodap (Kd)","531317","Dhodap Kh.",1242,630,612,262,false,"2-5 kms",false,"No",false,false,"Not covered","Bus",false,"No","4-8 Hrs",false,false,"Regular market","only one habitation is covered","No",107,false,142,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193507","Kondoli","531062","Kondoli",2557,1301,1256,605,false,">10 kms",false,"No",false,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"Weekly Haat","50 to 100% habitations covered","Both",59,false,275,true,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193532","Talap (Bk)","531053","Sawargaon",515,278,237,132,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,true,"Weekly Haat","50 to 100% habitations covered","No",9,true,33,false,false,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193532","Talap (Bk)","531070","Talap Bk.",1762,900,862,415,false,"5-10 kms",true,"No",false,true,"Fully covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",true,true,"No","100% habitations covered","Mobile",280,true,152,false,true,"Available and updated",true,true,true,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","Closed Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193532","Talap (Bk)","531076","Ramtirth",292,268,24,127,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,true,"No","100% habitations covered","Mobile",48,false,53,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193468","Anjani","531013","Sayyadpur",0,0,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193480","Devthana","531067","Devthana",1203,618,585,280,false,">10 kms",false,"No",false,false,"Fully covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","100% habitations covered","Mobile",200,false,78,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193478","Dapura(Bk)","531024","Dahithana",1,0,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193478","Dapura(Bk)","531025","Dapura Bk.",2327,1234,1093,552,true,"Not applicable",true,"No",true,false,"Partially covered","Bus",false,"Separately located","8-12 Hrs",true,false,"Weekly Haat","50 to 100% habitations covered","Both",401,false,300,true,true,"Available and updated",true,true,false,false,false,false,"No",false,"No","5-10 kms",false,"< 1 km","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193495","Hatoli","531138","Hatoli",1226,608,618,253,false,"5-10 kms",true,"No",false,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","50 to 100% habitations covered","Mobile",115,false,158,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","499","Washim","4615","Manora","193502","Karli","531072","Karli",1787,931,856,400,false,"5-10 kms",false,"No",false,true,"Fully covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","100% habitations covered","Mobile",56,false,123,true,true,"Available and updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193502","Karli","531075","Yeshawantnagar",465,244,221,87,false,">10 kms",false,"No",false,false,"Fully covered","Auto",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",38,false,32,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193533","Tornala","531020","Ghoti",2,1,1,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Available but not updated",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193533","Tornala","531021","Tornala",915,525,390,285,false,">10 kms",false,"No",false,false,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"Weekly Haat","50 to 100% habitations covered","Both",54,false,111,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4612","Karanja","193281","Ramnagar","531011","Pimpri[Forest]",7,5,2,1,false,"5-10 kms",false,"No",false,true,"Not covered","Auto",false,"No","No",false,false,"No","Not Covered","Mobile",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"2-5 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193501","Karkheda","531083","Karkheda",2320,1203,1117,650,false,"5-10 kms",false,"No",false,true,"Fully covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",true,true,"Weekly Haat","100% habitations covered","Mobile",556,false,192,false,true,"Available and updated",true,true,true,true,false,false,"Indoor",false,"No","5-10 kms",true,"Not applicable","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193530","Somthana","531079","Somthana",2491,1450,1041,486,false,"1-2 kms",false,"No",false,true,"Fully covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","100% habitations covered","Mobile",180,false,86,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","1-2 kms",false,"5-10 kms","Closed Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193526","Shendurjana Adho","531135","Shendurjana (A)",4357,2210,2147,1079,true,"Not applicable",true,"Yes",true,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"Weekly Haat","<50% habitation covered","Mobile",281,false,311,false,true,"Available and updated",true,true,true,true,true,false,"No",false,"PHC","Not applicable",true,"Not applicable","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193540","Vatphar","531147","Vatphal",1962,1012,950,430,false,">10 kms",false,"No",false,true,"Not covered","Bus",false,"No","8-12 Hrs",true,true,"No","<50% habitation covered","Mobile",150,false,342,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193505","Khapardari","531123","Khapardari",1610,844,766,348,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","<50% habitation covered","Mobile",75,false,80,true,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193512","Masni","531022","Mhasni",1702,864,838,369,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"Separately located","8-12 Hrs",false,false,"Weekly Haat","<50% habitation covered","Mobile",307,false,311,false,true,"Available and updated",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193541","Vitholi","531082","Vitholi",2929,1412,1517,575,true,"Not applicable",false,"No",false,true,"Not covered","Bus",false,"Separately located","8-12 Hrs",true,true,"No","100% habitations covered","Both",78,false,75,false,true,"Available and updated",true,true,true,false,false,false,"No",false,"No","1-2 kms",false,"1-2 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193471","Bhildongar","531126","Girat",1031,520,511,242,false,">10 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",0,false,50,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193471","Bhildongar","531132","Bhildongar",1560,900,660,350,false,">10 kms",false,"No",true,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"Weekly Haat","50 to 100% habitations covered","No",0,false,240,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193515","Panchala","531094","Panchala",1132,599,533,250,false,">10 kms",false,"No",true,true,"Not covered","Van",false,"Separately located","4-8 Hrs",false,true,"No","100% habitations covered","Mobile",125,false,45,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193469","Asola (Bk)","531057","Asola Bk.",872,471,401,247,false,">10 kms",false,"No",true,true,"Fully covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","Not Covered","Mobile",23,false,97,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193472","Bhoyani","531034","Bhoyani",1452,752,700,385,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"Weekly Haat","only one habitation is covered","Both",2,false,227,false,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193521","Rui","531148","Rui",2273,1000,1273,324,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","<50% habitation covered","Mobile",57,false,180,false,true,"Available but not updated",true,true,true,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193528","Someshwarnagar","531141","Someshwar Nagar",1769,787,982,560,false,"5-10 kms",true,"No",false,false,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",36,false,150,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193479","Deurawadi","531084","Chikhali",1030,521,509,276,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,true,"No","50 to 100% habitations covered","Mobile",105,false,121,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193479","Deurawadi","531087","Deurwadi",429,225,204,145,false,"5-10 kms",false,"No",false,false,"Partially covered","Auto",false,"Separately located","4-8 Hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",86,false,47,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"PHC","Not applicable",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193479","Deurawadi","531089","Galamgaon",248,125,123,62,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"Separately located","4-8 Hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",32,false,29,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193522","Sakhardoh","531118","Sakhardoh",2000,1055,945,585,false,">10 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan",">12 hrs",false,true,"Weekly Haat","50 to 100% habitations covered","Mobile",400,false,108,true,true,"Available and updated",true,true,true,false,false,false,"No",false,"PHC","Not applicable",true,"Not applicable","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193477","Dapura (Kh)","531029","Dapura Kh.",861,444,417,222,true,"Not applicable",false,"No",false,true,"Partially covered","Bus",false,"No","8-12 Hrs",false,true,"No","<50% habitation covered","Mobile",141,false,31,true,true,"Not Available",true,true,true,false,false,true,"No",false,"Sub Centre","Not applicable",false,">10 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","499","Washim","4615","Manora","193534","Umri (Bk)","531106","Umari Bk.",929,479,450,197,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"Separately located","8-12 Hrs",false,true,"Weekly Haat","<50% habitation covered","Mobile",59,false,56,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193494","Hatna","531093","Hatana",793,395,398,304,false,"5-10 kms",true,"No",false,true,"Fully covered","Bus",false,"Colocated with Panchayat Bhawan","4-8 Hrs",true,false,"No","Not Covered","Mobile",179,false,175,false,true,"Available but not updated",true,false,false,false,false,true,"No",false,"PHC","Not applicable",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193520","Rordala","531035","Rudrala",1240,638,602,266,false,"5-10 kms",true,"No",false,false,"Partially covered","Auto",false,"Separately located","8-12 Hrs",true,true,"No","Not Covered","Both",109,false,175,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193520","Rordala","531041","Khapri",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"No","No",false,false,"No","50 to 100% habitations covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,"< 1 km","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193511","Mendara","531134","Ingalwadi",945,505,440,172,false,">10 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,true,"No","<50% habitation covered","Mobile",137,false,130,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193511","Mendara","531146","Mendra",595,305,290,137,false,">10 kms",false,"No",false,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","<50% habitation covered","Mobile",91,false,110,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193503","Karpa","531129","Karpa",1892,957,935,474,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",211,false,171,false,true,"Available but not updated",false,false,false,false,false,false,"No",false,"Sub Centre","Not applicable",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193493","Halda","531120","Halda",672,340,332,150,false,"2-5 kms",false,"No",false,false,"Not covered","Auto",false,"Separately located","4-8 Hrs",false,false,"No","100% habitations covered","Mobile",7,false,37,false,true,"Not Available",true,true,false,false,false,false,"No",false,"No",">10 kms",false,"2-5 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193493","Halda","531121","Jagdambanagar",1104,577,527,216,false,"2-5 kms",false,"No",false,false,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"No","100% habitations covered","Mobile",156,false,107,false,false,"Not Available",true,true,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193475","Chondi","531042","Chondhi",982,581,401,229,false,">10 kms",true,"No",true,false,"Fully covered","Auto",false,"No","8-12 Hrs",true,false,"No","100% habitations covered","Mobile",188,false,62,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193475","Chondi","531043","Derdi",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193475","Chondi","531044","Wanjarkhed",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,0,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193539","Waroli","531074","Waroli",1533,780,753,361,false,">10 kms",false,"No",false,true,"Partially covered","Auto",false,"No","4-8 Hrs",true,true,"No","100% habitations covered","No",139,false,276,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193518","Ratanwadi","531139","Ratanwadi",886,443,443,298,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"No","Not Covered","Mobile",100,false,190,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",true
"2020","27","Maharashtra","499","Washim","4615","Manora","193468","Anjani","531014","Ajani",785,388,397,156,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","8-12 Hrs",false,false,"Weekly Haat","Not Covered","Both",89,false,94,false,false,"Not Available",false,false,false,false,false,false,"No",false,"PHC","Not applicable",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193468","Anjani","531015","Bhandegaon",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193468","Anjani","531016","Bidgaon",1,1,0,1,false,">10 kms",false,"No",false,false,"Not covered","No",false,"No",">12 hrs",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193485","Eklara","531056","Eklara",825,425,400,225,false,"5-10 kms",false,"No",false,true,"Not covered","Auto",false,"No","8-12 Hrs",true,false,"Weekly Haat","50 to 100% habitations covered","Both",76,false,25,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193485","Eklara","531063","Gundi",560,353,207,129,false,"5-10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",true,false,"No","50 to 100% habitations covered","Mobile",32,false,48,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193485","Eklara","531068","Watod",685,351,334,149,false,"2-5 kms",false,"No",false,true,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","Not Covered","Both",51,false,47,false,false,"Not Available",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193492","Gosta","531145","Gosta",1635,847,788,295,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","<50% habitation covered","Mobile",121,false,220,false,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193482","Dhanora (Bk)","531085","Dhanora Bk.",1504,800,704,336,false,"5-10 kms",false,"No",false,true,"Not covered","Auto",false,"No","8-12 Hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",230,false,159,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No","1-2 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193516","Parwa","531048","Parawa",1453,815,638,295,false,">10 kms",false,"No",false,false,"Fully covered","Auto",false,"No","8-12 Hrs",false,false,"No","50 to 100% habitations covered","Mobile",153,false,102,false,true,"Available and updated",true,true,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193473","Bhuli","531091","Bhuli",5890,3500,2390,674,false,"5-10 kms",true,"No",false,false,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",true,true,"Weekly Haat","50 to 100% habitations covered","Mobile",172,false,376,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","2-5 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193473","Bhuli","531098","Naigaon Bandi",0,0,0,1,false,"5-10 kms",false,"No",false,false,"Not covered","No",false,"No","No",false,false,"No","Not Covered","No",0,false,1,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No","5-10 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193499","Jamdara","531019","Jamdara",405,204,201,96,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"Separately located","8-12 Hrs",false,false,"Weekly Haat","<50% habitation covered","Both",0,false,49,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No","1-2 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193525","Shendona","531114","Shendona",3018,1567,1451,709,false,"5-10 kms",false,"No",false,true,"Partially covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,false,"Weekly Haat","100% habitations covered","Mobile",230,false,300,false,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193524","Sevadasnagar","531073","Sewadasnagar",1199,400,799,292,false,"5-10 kms",false,"No",false,true,"Not covered","Bus",false,"No","8-12 Hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",75,false,200,false,true,"Not Available",true,true,false,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","Open Pucca Drainage Covered with Tiles Slabs",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193537","Waugaul","531096","Waigul",859,443,416,221,false,"5-10 kms",false,"No",false,true,"Partially covered","Bus",false,"No","8-12 Hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",165,false,54,true,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No","2-5 kms",true,"Not applicable","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193537","Waugaul","531097","Waigul Tanda",3995,2131,1864,861,false,"2-5 kms",false,"No",false,true,"Partially covered","Bus",false,"No","8-12 Hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",306,false,97,true,true,"Available but not updated",true,true,false,false,false,false,"No",false,"No","1-2 kms",false,"5-10 kms","Open Pucca Drainage Uncovered",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193506","Kolar","531119","Kolar",903,460,443,310,false,"5-10 kms",false,"No",true,true,"Partially covered","Bus",false,"No","8-12 Hrs",false,true,"Mandis","50 to 100% habitations covered","Mobile",120,false,10,false,true,"Available but not updated",true,false,false,false,false,false,"No",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193506","Kolar","531128","Pimpri",588,320,268,140,false,">10 kms",false,"No",true,false,"Partially covered","Auto",false,"No","8-12 Hrs",false,false,"Weekly Haat","50 to 100% habitations covered","Mobile",115,false,45,false,false,"Available but not updated",true,false,false,false,false,false,"Both",false,"No","5-10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193517","Pohradevi","531100","Poharadevi",4609,2399,2210,1071,true,"Not applicable",false,"No",false,true,"Partially covered","Bus",false,"No",">12 hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",520,false,107,true,false,"Available but not updated",true,true,true,false,false,false,"No",false,"No","1-2 kms",true,"Not applicable","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193488","Gavha","531081","Gavha",2765,1405,1360,710,false,"5-10 kms",false,"No",true,true,"Partially covered","Auto",false,"No","8-12 Hrs",false,true,"Weekly Haat","100% habitations covered","Mobile",407,false,387,false,false,"Not Available",true,true,true,false,false,false,"No",false,"No","2-5 kms",false,"5-10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193474","Borvha","531071","Borwha Bk.",1041,546,495,236,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"Colocated with Panchayat Bhawan","8-12 Hrs",false,true,"No","100% habitations covered","Mobile",12,false,138,false,true,"Available and updated",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","No",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193519","Rohna","531059","Jawala Bk.",183,100,83,40,false,">10 kms",false,"No",false,false,"Not covered","Auto",false,"No","8-12 Hrs",false,false,"No","<50% habitation covered","Mobile",27,false,27,false,false,"Not Available",false,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Kuccha Drainage",false
"2020","27","Maharashtra","499","Washim","4615","Manora","193519","Rohna","531060","Jawala Kh.",217,123,94,47,false,">10 kms",false,"No",false,true,"Not covered","Auto",false,"No","8-12 Hrs",false,true,"No","<50% habitation covered","Mobile",42,false,30,false,true,"Not Available",true,false,false,false,false,false,"No",false,"No",">10 kms",false,">10 kms","Open Pucca Drainage Uncovered",false
