Year (year),State Code (state_code),State Name (state_name),District Code (district_code),District Name (district_name),Block Code (block_code),Block Name (block_name),Gram Panchayat Code (gp_code),Gram Panchayat Name (gp_name),Village Code (village_code),Village Name (village_name),Banks (banks),ATM (atm),All-Weather Road Connectivity (all_weather_road_connectivity),Internal Pucca Roads (internal_pucca_roads),Public Transport Availability (public_transport),Common Service Centre (common_service_centre),Domestic Electricity Supply (Hours) (domestic_electricity_hrs),Public Distribution System (PDS) (pds),Market Facilities (market_facilities),Piped Tap Water Coverage (piped_tap_water),Telephone Services (telephone_services),Post Office/Sub-Post Office (post_office_subpost_office),Primary School (primary_school),Middle School (middle_school),High School (high_school),Higher Secondary School (higher_secondary_school),Vocational Education Centre (ITI/RSETI/DDU-GKY) (vocational_centre_iti_rseti_ddu_gky),Veterinary Hospital/Clinic (veterinary_hospital_clinic),Drainage Facilities (drainage_facilities),Soil Testing Centre (soil_testing_centre),Government Seed Centre (govt_seed_centre),Fertilizer Shop (fertilizer_shop),Community Waste Disposal System (community_waste_disposal),Community Biogas/Waste Recycling Facility (community_biogas_waste_recycling),Anganwadi Centre (aanganwadi_centre)
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168526","Jawale Kadlag","557387","Jawale Kadlag",true,true,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"Weekly Haat","<50% habitation covered","Both",true,true,true,true,false,false,true,"Open Pucca Drainage Uncovered",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168621","Wadgaon Landga","557386","Wadgaon Landga",true,true,false,"Partially covered","Bus","Colocated with  Panchayat Bhawan","4-8 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Landline",true,true,true,false,false,false,false,"Open Pucca Drainage Covered with Tiles Slabs",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168519","Hangwadi","557385","Hangewadi",true,false,true,"Partially covered","Bus","No","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Covered with Tiles Slabs",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168610","Shedgaon","557384","Shedgaon",true,false,true,"Partially covered","Van","Separately located","8-12 Hrs",false,"Mandis","<50% habitation covered","No",true,true,true,true,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168496","Ashwi Khurd","557383","Ashwi Kh.",true,true,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Both",true,true,true,true,true,false,true,"Closed Drainage",false,false,false,true,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168611","Shibalpur","557382","Shibalapur",false,false,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","4-8 Hrs",true,"Weekly Haat","<50% habitation covered","Mobile",false,true,true,true,true,false,true,"Closed Drainage",false,true,false,true,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168582","Panodi","557381","Panodi",true,false,false,"Not covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",false,"No","Not Covered","Mobile",true,true,true,true,false,false,false,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168591","Pimprilauki Ajampur","557380","Pimprilauki Ajampur",false,true,true,"Not covered","Bus","No","8-12 Hrs",false,"No","50 to 100% habitations covered","Mobile",true,true,true,false,false,false,false,"No",true,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168535","Khali","557379","Khali",false,false,true,"Partially covered","No","Separately located","4-8 Hrs",true,"No","50 to 100% habitations covered","No",false,true,true,true,false,false,false,"Open Pucca Drainage Covered with Tiles Slabs",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168629","Zarekathi","557378","Zarekathi",true,false,true,"Partially covered","Bus","No",">12 hrs",true,"Weekly Haat","<50% habitation covered","Mobile",true,true,true,false,false,false,false,"Closed Drainage",false,true,true,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168503","Chanegaon","557377","Chanegaon",true,false,true,"Fully covered","No","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","50 to 100% habitations covered","No",false,true,true,false,false,false,false,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168511","Dadh Khurd","557376","Dadh Kh.",false,false,true,"Fully covered","Bus","Separately located","1-4 hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Closed Drainage",false,false,false,false,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168594","Pratappur","557375","Pratappur",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Closed Drainage",false,false,true,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168495","Ashwi Budruk","557374","Ashwi Bk.",true,true,true,"Not covered","Bus","No",">12 hrs",true,"Weekly Haat","50 to 100% habitations covered","Both",true,true,true,true,true,false,false,"Closed Drainage",false,false,false,true,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168620","Umbri","557373","Umbri",false,false,false,"Partially covered","No","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","only one habitation is covered","Mobile",false,true,true,true,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168579","Ozar Budruk","557372","Ozar Bk.",false,false,true,"Partially covered","Bus","No",">12 hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,true,false,false,false,false,"Open Pucca Drainage Covered with Tiles Slabs",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168529","Kanakpur","557371","Kankapur",true,false,true,"Not covered","No","No","8-12 Hrs",true,"No","<50% habitation covered","Both",false,true,false,false,false,false,true,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168530","Kanoli","557370","Kanoli",true,true,true,"Not covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","Not Covered","Landline",true,true,true,true,true,false,false,"No",false,false,false,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168527","Jorve","557369","Jorve",true,true,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","1-4 hrs",true,"Regular market","100% habitations covered","Mobile",true,true,true,true,true,true,true,"Open Pucca Drainage Covered with Tiles Slabs",false,false,false,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168595","Rahimpur","557368","Rahimpur",true,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,true,true,true,false,true,"Open Pucca Drainage Covered with Tiles Slabs",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168580","Ozar Khurd","557367","Ozar Kh.",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"No",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168620","Umbri","557366","Balapur",false,false,false,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","100% habitations covered","No",false,true,false,true,false,false,false,"No",true,true,true,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168507","Chinchpur Kh","557365","Chinchapur Bk.",true,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","<50% habitation covered","Mobile",true,true,true,true,false,false,false,"Closed Drainage",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168507","Chinchpur Kh","557364","Chinchapur Kh.",true,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","<50% habitation covered","No",true,true,true,true,false,false,false,"Open Pucca Drainage Covered with Tiles Slabs",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168600","Sadatpur","557363","Sadatpur",false,false,true,"Partially covered","No","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","only one habitation is covered","Both",false,true,false,false,false,false,false,"No",false,false,false,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168497","Aurangpur","557362","Aurangpur",false,false,true,"Partially covered","No","Colocated with  Panchayat Bhawan","4-8 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168576","Nimgaon Jali","557361","Nimgaon Jali",true,true,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","4-8 Hrs",true,"No","<50% habitation covered","Both",true,true,true,true,true,false,true,"Closed Drainage",false,false,true,false,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168562","Manoli","557360","Manoli",true,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"Mandis","50 to 100% habitations covered","Both",false,true,true,false,false,false,false,"Closed Drainage",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168543","Kolhewadi","557359","Kolhewadi",true,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","100% habitations covered","Both",true,true,true,true,true,false,false,"Closed Drainage",false,false,true,true,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168571","Nimbale","557358","Nimbale",false,false,true,"Partially covered","Auto","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","50 to 100% habitations covered","Both",false,true,false,false,false,false,false,"Closed Drainage",false,false,false,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168602","Samanapur","557357","Samnapur",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Both",true,true,true,true,false,false,true,"Open Pucca Drainage Covered with Tiles Slabs",false,true,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168622","Wadgaonpan","557356","Wadgaon Pan",true,true,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"Mandis","50 to 100% habitations covered","Mobile",true,true,true,true,false,false,true,"Closed Drainage",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168542","Kokangaon","557355","Kokangaon",true,true,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",false,"Regular market","50 to 100% habitations covered","Mobile",true,true,true,true,false,false,true,"No",false,true,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168545","Kaunchi","557354","Kaunchi",false,false,true,"Not covered","Bus","No","8-12 Hrs",false,"No","<50% habitation covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168545","Kaunchi","557353","Manchi",false,false,true,"Not covered","No","Separately located","8-12 Hrs",false,"No","<50% habitation covered","Mobile",false,true,false,false,false,false,false,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168563","Mendhawan","557352","Mendhwan",false,false,true,"Partially covered","Bus","No",">12 hrs",true,"No","<50% habitation covered","Mobile",true,true,true,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168542","Kokangaon","557351","Shivapur",false,false,false,"Not covered","Bus","No",">12 hrs",false,"No","50 to 100% habitations covered","No",false,true,false,false,false,false,false,"No",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168557","Malegaon Haweli","557350","Malegaon Haweli",false,false,false,"Not covered","No","No","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168569","Nilwande","557349","Nilawande",false,false,true,"Not covered","Bus","Separately located","8-12 Hrs",true,"No","<50% habitation covered","Both",false,true,true,true,false,false,false,"No",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168593","Pokhari Haweli","557348","Pokhari Haweli",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","<50% habitation covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168551","Kuran","557347","Kuran",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","<50% habitation covered","Both",true,true,true,true,true,false,false,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168532","Karule","557346","Karule",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","50 to 100% habitations covered","Both",false,true,false,false,false,false,false,"No",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168548","Kauthe Kamaleshwar","557345","Kauthe Kamaleshwar",false,false,true,"Not covered","Bus","Separately located","No",true,"No","50 to 100% habitations covered","No",true,true,false,false,false,false,false,"No",true,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168565","Mirpur","557344","Mirpur",true,false,true,"Not covered","Bus","Separately located",">12 hrs",false,"No","50 to 100% habitations covered","Both",true,true,true,false,false,false,true,"Open Kuccha Drainage",false,false,false,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168554","Lohare","557343","Lohare",true,false,true,"Partially covered","Bus","No",">12 hrs",true,"No","50 to 100% habitations covered","Both",true,true,true,true,false,false,true,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168534","Kasare","557342","Kasare",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","50 to 100% habitations covered","No",false,true,false,false,false,false,true,"Closed Drainage",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168624","Wadzari Khurd","557341","Wadzari Kh.",false,false,true,"Not covered","Bus","No","8-12 Hrs",true,"No","50 to 100% habitations covered","Both",false,true,false,false,false,false,false,"Open Pucca Drainage Covered with Tiles Slabs",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168623","Wadzari Budruk","557340","Wadzari Bk.",false,false,true,"Partially covered","Bus","No",">12 hrs",true,"No","<50% habitation covered","Both",false,true,true,false,false,false,true,"Closed Drainage",false,false,false,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168619","Tigaon","557339","Tigaon",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168584","Paregaon Khurd","557338","Paregaon Kh.",false,false,true,"Not covered","Bus","No","8-12 Hrs",false,"No","<50% habitation covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168616","Sonoshi","557337","Sonoshi",false,false,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","<50% habitation covered","Both",false,true,false,false,false,false,false,"No",false,false,false,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168556","Maldad","557336","Maladad",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","50 to 100% habitations covered","Landline",true,true,true,true,true,false,false,"Closed Drainage",true,true,true,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","243880","Velhale","557335","Velhale",false,false,true,"Partially covered","No","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","<50% habitation covered","Both",true,true,true,true,false,false,false,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168504","Chikani","557334","Chikani",false,false,false,"Not covered","Bus","Colocated with  Panchayat Bhawan","4-8 Hrs",false,"No","<50% habitation covered","Mobile",true,true,true,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168609","Saykhindi","557333","Saykhindi",false,false,true,"Partially covered","Auto","Colocated with  Panchayat Bhawan",">12 hrs",false,"No","only one habitation is covered","Both",false,true,true,true,false,false,false,"Closed Drainage",false,false,true,false,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168540","Karhe","557332","Karhe",false,false,true,"Fully covered","No","Colocated with  Panchayat Bhawan",">12 hrs",true,"No","<50% habitation covered","Mobile",false,true,true,false,false,false,false,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168615","Sonewadi","557331","Sonewadi",false,false,false,"Not covered","No","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168578","Nannaj Dumala","557330","Nannaj Dumala",true,false,false,"Not covered","No","No","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Both",true,true,true,true,false,false,false,"Open Pucca Drainage Covered with Tiles Slabs",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","293877","Kakadwadi","557329","Kakadwadi",false,false,false,"Not covered","Bus","No","4-8 Hrs",false,"Weekly Haat","Not Covered","No",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168618","Talegaon","557328","Arampur",false,false,false,"Not covered","Bus","No","8-12 Hrs",false,"No","<50% habitation covered","Both",false,false,false,false,false,false,false,"No",false,false,false,false,false,false
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168618","Talegaon","557327","Ajampur",true,true,true,"Partially covered","Bus","No","8-12 Hrs",true,"No","Not Covered","Both",true,false,false,false,false,false,false,"No",false,false,false,false,false,false
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167583","Dhokari","557224","Dhokri",false,false,false,"Partially covered","Bus","No","8-12 Hrs",false,"No","50 to 100% habitations covered","Both",true,true,true,true,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168618","Talegaon","557326","Junegaon",false,false,false,"Not covered","No","No",">12 hrs",false,"No","50 to 100% habitations covered","Both",true,false,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,false
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168618","Talegaon","557325","Hasanabad",false,false,false,"Not covered","Auto","No","8-12 Hrs",false,"No","50 to 100% habitations covered","Both",false,false,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168618","Talegaon","557324","Talegaon",true,true,true,"Partially covered","Bus","Separately located","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Both",true,true,true,true,true,true,false,"Open Pucca Drainage Covered with Tiles Slabs",false,false,false,true,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168508","Chorkauthe","557323","Chor Kauthe",false,false,true,"Partially covered","Bus","No","8-12 Hrs",false,"No","50 to 100% habitations covered","Both",false,true,true,false,false,false,false,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168506","Chincholi Gurav","557322","Chincholi Gurav",true,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"Weekly Haat","50 to 100% habitations covered","Both",true,true,true,true,true,false,false,"No",false,false,false,false,true,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168583","Paregaon Budruk","557321","Paregaon Bk.",false,false,true,"Partially covered","Bus","No",">12 hrs",true,"Mandis","50 to 100% habitations covered","Both",true,true,true,true,false,false,false,"Closed Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168590","Pimpale","557320","Pimpale",false,false,true,"Partially covered","Bus","Separately located","8-12 Hrs",true,"No","only one habitation is covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168577","Nimon","557319","Nimon",true,true,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","<50% habitation covered","Both",true,true,true,true,true,false,true,"Closed Drainage",false,true,true,true,false,true
"2020","27","Maharashtra","466","Ahmednagar","4287","Sangamner","168581","Palaskhede","557318","Palaskhede",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167662","Rajur","557317","Rajur (Ct)",true,true,true,"Partially covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"Weekly Haat","50 to 100% habitations covered","Both",true,true,true,true,true,true,true,"Open Pucca Drainage Uncovered",true,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167597","Jachakwadi","557316","Jachakwadi",false,false,false,"Not covered","Van","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"No","50 to 100% habitations covered","No",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,true,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167564","Badagi","557315","Badgi",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"Weekly Haat","<50% habitation covered","Both",true,true,true,true,false,false,false,"No",true,true,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167599","Jambhale","557314","Kalewadi (N.V.)",true,false,false,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","Not Covered","Both",false,true,false,false,false,false,true,"Open Pucca Drainage Uncovered",false,true,false,false,false,false
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167599","Jambhale","557313","Jambhale",false,false,false,"Not covered","No","Colocated with  Panchayat Bhawan",">12 hrs",false,"No","Not Covered","No",true,true,false,false,false,false,false,"No",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167577","Chaitanyapur","557312","Chaitanyapur",false,false,false,"Partially covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",false,"Regular market","<50% habitation covered","Mobile",true,true,false,false,false,false,false,"No",false,false,false,true,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167567","Belapur","557311","Belapur",true,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan",">12 hrs",true,"Weekly Haat","50 to 100% habitations covered","Both",true,true,true,true,false,false,true,"Open Pucca Drainage Uncovered",false,true,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167607","Kauthwadi","557310","Khuntewadi",false,false,true,"Fully covered","No","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","100% habitations covered","Mobile",false,true,false,false,false,false,false,"Closed Drainage",false,false,false,false,true,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167571","Bramhanwada","557309","Bramhanwada",true,true,true,"Fully covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",true,"Weekly Haat","50 to 100% habitations covered","Mobile",true,true,true,true,true,false,true,"Closed Drainage",false,false,false,true,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167657","Pimpaldari","557308","Pimpaldari",false,false,true,"Partially covered","Bus","No","8-12 Hrs",true,"No","<50% habitation covered","No",true,true,true,false,false,false,false,"Closed Drainage",false,true,false,false,true,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167573","Chas","557307","Chas",true,false,true,"Not covered","No","No","8-12 Hrs",false,"No","50 to 100% habitations covered","Mobile",true,true,true,true,true,false,true,"No",false,false,true,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167602","Kalamb","557306","Kalamb",false,false,false,"Partially covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"Mandis","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,true,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167605","Karandi","557305","Karandi",false,false,true,"Not covered","No","Colocated with  Panchayat Bhawan",">12 hrs",true,"Mandis","50 to 100% habitations covered","Both",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167609","Keli Otur","557304","Garwadi",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167608","Keli Kotul","557303","Godewadi",false,false,true,"Partially covered","No","Separately located","8-12 Hrs",false,"No","<50% habitation covered","No",true,true,true,true,true,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167608","Keli Kotul","557302","Keli Kotul",false,false,false,"Partially covered","Auto","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","<50% habitation covered","No",true,true,true,true,true,true,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167609","Keli Otur","557301","Keli Otur",false,false,true,"Not covered","Bus","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","50 to 100% habitations covered","Mobile",false,true,false,false,false,false,false,"No",false,false,false,false,true,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167670","Satewadi","557300","Esarthav",false,false,true,"Not covered","No","No",">12 hrs",false,"No","Not Covered","No",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167670","Satewadi","557299","Khetewadi",false,false,true,"Not covered","No","No",">12 hrs",false,"No","Not Covered","No",false,true,false,false,false,false,false,"No",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167670","Satewadi","557298","Morwadi (N.V.)",false,false,true,"Not covered","No","No",">12 hrs",false,"No","<50% habitation covered","No",false,true,false,false,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167670","Satewadi","557297","Satewadi",false,false,true,"Not covered","No","Colocated with  Panchayat Bhawan",">12 hrs",false,"No","50 to 100% habitations covered","No",true,true,true,true,false,false,false,"Open Kuccha Drainage",false,false,false,false,false,true
"2020","27","Maharashtra","466","Ahmednagar","4277","Akole","167650","Palsunde","557296","Umbarwadi",false,false,false,"Not covered","No","Colocated with  Panchayat Bhawan","8-12 Hrs",false,"No","<50% habitation covered","Mobile",false,true,false,false,false,false,false,"Open Pucca Drainage Uncovered",false,false,false,false,false,true
